threshold,token_precision,token_recall,token_f1,char_precision,char_recall,char_f1,gc_tot,pc_tot,ov_tot,ans_precision,ans_recall,ans_f1,TP,FP,FN,TN,gold_positive_rate,predicted_positive_rate,cat_A,cat_B,cat_C,cat_D,gate_model,gate_threshold,token_threshold
0.23,0.2837,0.5455,0.3732,0.2847,0.5552,0.3764,62074.0,121051.0,34463.0,0.4496,0.6631,0.5359,8273.0,20893.0,6892.0,50649.0,0.1749,0.3364,250,127,306,573,HG,0.23,0.27
0.23,0.2912,0.4951,0.3667,0.2921,0.5083,0.371,62074.0,107994.0,31550.0,0.4469,0.6366,0.5252,7508.0,18278.0,7657.0,53264.0,0.1749,0.2974,240,137,297,582,HG,0.23,0.29
0.23,0.2989,0.438,0.3553,0.2989,0.4528,0.3601,62074.0,94027.0,28106.0,0.4549,0.6021,0.5183,6642.0,15582.0,8523.0,55960.0,0.1749,0.2563,227,150,272,607,HG,0.23,0.31
0.23,0.3061,0.38,0.3391,0.3053,0.3965,0.345,62074.0,80621.0,24612.0,0.4711,0.5623,0.5127,5762.0,13061.0,9403.0,58481.0,0.1749,0.2171,212,165,238,641,HG,0.23,0.33
0.23,0.3163,0.3211,0.3187,0.3152,0.3398,0.327,62074.0,66910.0,21092.0,0.4887,0.5172,0.5026,4869.0,10524.0,10296.0,61018.0,0.1749,0.1775,195,182,204,675,HG,0.23,0.35
0.23,0.327,0.264,0.2921,0.325,0.2829,0.3025,62074.0,54036.0,17559.0,0.5113,0.4801,0.4952,4004.0,8242.0,11161.0,63300.0,0.1749,0.1412,181,196,173,706,HG,0.23,0.37
0.23,0.3431,0.2125,0.2624,0.3395,0.2289,0.2735,62074.0,41855.0,14210.0,0.5265,0.4218,0.4683,3222.0,6169.0,11943.0,65373.0,0.1749,0.1083,159,218,143,736,HG,0.23,0.39
0.25,0.2307,0.8698,0.3647,0.2332,0.8671,0.3675,62074.0,230824.0,53825.0,0.4043,0.8515,0.5482,13190.0,43979.0,1975.0,27563.0,0.1749,0.6593,321,56,473,406,HG,0.25,0.05
0.25,0.2415,0.837,0.3748,0.244,0.834,0.3775,62074.0,212164.0,51768.0,0.4142,0.8382,0.5544,12693.0,39875.0,2472.0,31667.0,0.1749,0.6063,316,61,447,432,HG,0.25,0.07
0.25,0.2486,0.8102,0.3804,0.2514,0.8073,0.3834,62074.0,199323.0,50113.0,0.4252,0.8223,0.5606,12286.0,37142.0,2879.0,34400.0,0.1749,0.5701,310,67,419,460,HG,0.25,0.09
0.25,0.254,0.7878,0.3841,0.2571,0.7853,0.3874,62074.0,189591.0,48744.0,0.427,0.7984,0.5564,11947.0,35093.0,3218.0,36449.0,0.1749,0.5425,301,76,404,475,HG,0.25,0.11
0.25,0.2576,0.7642,0.3853,0.2607,0.7623,0.3885,62074.0,181508.0,47321.0,0.434,0.7851,0.559,11589.0,33398.0,3576.0,38144.0,0.1749,0.5188,296,81,386,493,HG,0.25,0.13
0.25,0.2606,0.7426,0.3859,0.2636,0.7407,0.3889,62074.0,174396.0,45976.0,0.4404,0.7639,0.5587,11262.0,31948.0,3903.0,39594.0,0.1749,0.4983,288,89,366,513,HG,0.25,0.15
0.25,0.2635,0.7198,0.3858,0.2669,0.7193,0.3893,62074.0,167300.0,44650.0,0.4415,0.7507,0.556,10916.0,30504.0,4249.0,41038.0,0.1749,0.4777,283,94,358,521,HG,0.25,0.17
0.25,0.2672,0.6959,0.3861,0.2703,0.6958,0.3893,62074.0,159811.0,43193.0,0.4488,0.7321,0.5565,10553.0,28946.0,4612.0,42596.0,0.1749,0.4555,276,101,339,540,HG,0.25,0.19
0.25,0.2703,0.6661,0.3845,0.2733,0.6685,0.3879,62074.0,151847.0,41495.0,0.4519,0.7109,0.5526,10101.0,27269.0,5064.0,44273.0,0.1749,0.431,268,109,325,554,HG,0.25,0.21
0.25,0.2733,0.6288,0.381,0.2757,0.6328,0.3841,62074.0,142461.0,39278.0,0.4526,0.6844,0.5449,9535.0,25355.0,5630.0,46187.0,0.1749,0.4024,258,119,312,567,HG,0.25,0.23
0.25,0.2782,0.5876,0.3776,0.2805,0.5945,0.3811,62074.0,131573.0,36904.0,0.4509,0.6578,0.5351,8911.0,23119.0,6254.0,48423.0,0.1749,0.3694,248,129,302,577,HG,0.25,0.25
0.25,0.2843,0.5415,0.3728,0.2853,0.5502,0.3757,62074.0,119724.0,34154.0,0.4561,0.6472,0.5351,8212.0,20673.0,6953.0,50869.0,0.1749,0.3331,244,133,291,588,HG,0.25,0.27
0.25,0.2915,0.4921,0.3661,0.2924,0.5045,0.3702,62074.0,107122.0,31319.0,0.4517,0.6207,0.5229,7462.0,18140.0,7703.0,53402.0,0.1749,0.2953,234,143,284,595,HG,0.25,0.29
0.25,0.2989,0.4357,0.3546,0.2989,0.45,0.3592,62074.0,93444.0,27934.0,0.4596,0.5889,0.5163,6608.0,15498.0,8557.0,56044.0,0.1749,0.255,222,155,261,618,HG,0.25,0.31
0.25,0.3062,0.3788,0.3387,0.3055,0.3954,0.3447,62074.0,80347.0,24543.0,0.4749,0.5517,0.5104,5745.0,13016.0,9420.0,58526.0,0.1749,0.2164,208,169,230,649,HG,0.25,0.33
0.25,0.3164,0.3206,0.3185,0.3153,0.3392,0.3268,62074.0,66793.0,21057.0,0.4898,0.5093,0.4993,4862.0,10505.0,10303.0,61037.0,0.1749,0.1772,192,185,200,679,HG,0.25,0.35
0.25,0.327,0.2639,0.2921,0.325,0.2828,0.3024,62074.0,54003.0,17553.0,0.51,0.4721,0.4904,4002.0,8236.0,11163.0,63306.0,0.1749,0.1411,178,199,171,708,HG,0.25,0.37
0.25,0.3431,0.2124,0.2624,0.3396,0.2289,0.2735,62074.0,41843.0,14209.0,0.5251,0.4164,0.4645,3221.0,6166.0,11944.0,65376.0,0.1749,0.1083,157,220,142,737,HG,0.25,0.39
0.27,0.233,0.8621,0.3668,0.2353,0.8592,0.3694,62074.0,226647.0,53333.0,0.4121,0.8329,0.5514,13074.0,43049.0,2091.0,28493.0,0.1749,0.6473,314,63,448,431,HG,0.27,0.05
0.27,0.2443,0.8306,0.3775,0.2468,0.8276,0.3802,62074.0,208182.0,51374.0,0.4216,0.8196,0.5568,12596.0,38966.0,2569.0,32576.0,0.1749,0.5947,309,68,424,455,HG,0.27,0.07
0.27,0.2518,0.8044,0.3836,0.2546,0.8015,0.3864,62074.0,195415.0,49750.0,0.4343,0.8064,0.5645,12199.0,36247.0,2966.0,35295.0,0.1749,0.5587,304,73,396,483,HG,0.27,0.09
0.27,0.2575,0.7822,0.3874,0.2605,0.7795,0.3905,62074.0,185728.0,48388.0,0.4372,0.7851,0.5617,11862.0,34209.0,3303.0,37333.0,0.1749,0.5313,296,81,381,498,HG,0.27,0.11
0.27,0.2613,0.7586,0.3887,0.2643,0.7566,0.3917,62074.0,177702.0,46965.0,0.445,0.7719,0.5645,11504.0,32530.0,3661.0,39012.0,0.1749,0.5078,291,86,363,516,HG,0.27,0.13
0.27,0.2645,0.7372,0.3893,0.2674,0.735,0.3921,62074.0,170621.0,45622.0,0.4521,0.7507,0.5643,11179.0,31088.0,3986.0,40454.0,0.1749,0.4875,283,94,343,536,HG,0.27,0.15
0.27,0.2674,0.7143,0.3892,0.2707,0.7136,0.3926,62074.0,163609.0,44296.0,0.4535,0.7374,0.5616,10833.0,29672.0,4332.0,41870.0,0.1749,0.4671,278,99,335,544,HG,0.27,0.17
0.27,0.271,0.6904,0.3892,0.2741,0.6901,0.3923,62074.0,156303.0,42839.0,0.4617,0.7188,0.5622,10470.0,28163.0,4695.0,43379.0,0.1749,0.4456,271,106,316,563,HG,0.27,0.19
0.27,0.2738,0.6609,0.3872,0.2767,0.663,0.3904,62074.0,148744.0,41155.0,0.4655,0.6976,0.5584,10023.0,26590.0,5142.0,44952.0,0.1749,0.4223,263,114,302,577,HG,0.27,0.21
0.27,0.2764,0.624,0.3831,0.2788,0.6277,0.3861,62074.0,139748.0,38962.0,0.4659,0.6711,0.55,9463.0,24779.0,5702.0,46763.0,0.1749,0.3949,253,124,290,589,HG,0.27,0.23
0.27,0.2809,0.5838,0.3793,0.2831,0.5904,0.3827,62074.0,129443.0,36651.0,0.4646,0.6446,0.54,8854.0,22669.0,6311.0,48873.0,0.1749,0.3636,243,134,280,599,HG,0.27,0.25
0.27,0.2865,0.5387,0.3741,0.2875,0.5472,0.377,62074.0,118140.0,33967.0,0.4668,0.634,0.5377,8170.0,20345.0,6995.0,51197.0,0.1749,0.3289,239,138,273,606,HG,0.27,0.27
0.27,0.2932,0.49,0.3669,0.2942,0.5022,0.3711,62074.0,105949.0,31175.0,0.4617,0.6074,0.5246,7431.0,17912.0,7734.0,53630.0,0.1749,0.2923,229,148,267,612,HG,0.27,0.29
0.27,0.3005,0.435,0.3555,0.3006,0.4491,0.3601,62074.0,92734.0,27876.0,0.4657,0.5756,0.5148,6597.0,15356.0,8568.0,56186.0,0.1749,0.2532,217,160,249,630,HG,0.27,0.31
0.27,0.3073,0.3785,0.3392,0.3066,0.3949,0.3452,62074.0,79949.0,24515.0,0.4789,0.5411,0.5081,5740.0,12939.0,9425.0,58603.0,0.1749,0.2154,204,173,222,657,HG,0.27,0.33
0.27,0.317,0.3205,0.3187,0.3159,0.339,0.327,62074.0,66601.0,21040.0,0.4935,0.504,0.4987,4860.0,10470.0,10305.0,61072.0,0.1749,0.1768,190,187,195,684,HG,0.27,0.35
0.27,0.3275,0.2639,0.2923,0.3256,0.2828,0.3027,62074.0,53908.0,17553.0,0.5145,0.4695,0.491,4002.0,8218.0,11163.0,63324.0,0.1749,0.1409,177,200,167,712,HG,0.27,0.37
0.27,0.3435,0.2124,0.2625,0.3401,0.2289,0.2736,62074.0,41779.0,14209.0,0.5306,0.4138,0.465,3221.0,6155.0,11944.0,65387.0,0.1749,0.1081,156,221,138,741,HG,0.27,0.39
0.29,0.2321,0.8426,0.3639,0.2342,0.8393,0.3663,62074.0,222417.0,52101.0,0.4161,0.809,0.5495,12778.0,42284.0,2387.0,29258.0,0.1749,0.635,305,72,428,451,HG,0.29,0.05
0.29,0.2436,0.8117,0.3747,0.2459,0.8085,0.3771,62074.0,204090.0,50185.0,0.4263,0.7984,0.5559,12310.0,38226.0,2855.0,33316.0,0.1749,0.5828,301,76,405,474,HG,0.29,0.07
0.29,0.2511,0.7856,0.3805,0.2537,0.7823,0.3831,62074.0,191422.0,48561.0,0.4392,0.7851,0.5633,11913.0,35533.0,3252.0,36009.0,0.1749,0.5472,296,81,378,501,HG,0.29,0.09
0.29,0.2567,0.7633,0.3842,0.2596,0.7604,0.3871,62074.0,181805.0,47199.0,0.441,0.7639,0.5592,11576.0,33517.0,3589.0,38025.0,0.1749,0.5201,288,89,365,514,HG,0.29,0.11
0.29,0.2604,0.7398,0.3853,0.2633,0.7375,0.3881,62074.0,173851.0,45781.0,0.4485,0.7507,0.5615,11219.0,31858.0,3946.0,39684.0,0.1749,0.4968,283,94,348,531,HG,0.29,0.13
0.29,0.2635,0.7184,0.3856,0.2663,0.7159,0.3882,62074.0,166894.0,44438.0,0.4561,0.7294,0.5612,10894.0,30450.0,4271.0,41092.0,0.1749,0.4768,275,102,328,551,HG,0.29,0.15
0.29,0.2664,0.6957,0.3852,0.2695,0.6948,0.3884,62074.0,160016.0,43129.0,0.4576,0.7162,0.5584,10551.0,29062.0,4614.0,42480.0,0.1749,0.4569,270,107,320,559,HG,0.29,0.17
0.29,0.2697,0.6718,0.3849,0.2727,0.6713,0.3878,62074.0,152815.0,41672.0,0.4663,0.6976,0.559,10188.0,27583.0,4977.0,43959.0,0.1749,0.4356,263,114,301,578,HG,0.29,0.19
0.29,0.2724,0.6432,0.3827,0.2752,0.6449,0.3858,62074.0,145461.0,40030.0,0.4706,0.679,0.5559,9754.0,26060.0,5411.0,45482.0,0.1749,0.413,256,121,288,591,HG,0.29,0.21
0.29,0.2748,0.6076,0.3785,0.2772,0.6108,0.3813,62074.0,136783.0,37916.0,0.4704,0.6525,0.5467,9214.0,24314.0,5951.0,47228.0,0.1749,0.3867,246,131,277,602,HG,0.29,0.23
0.29,0.2793,0.5691,0.3747,0.2814,0.5752,0.3779,62074.0,126856.0,35703.0,0.4692,0.626,0.5364,8631.0,22271.0,6534.0,49271.0,0.1749,0.3564,236,141,267,612,HG,0.29,0.25
0.29,0.2851,0.5269,0.37,0.2858,0.5344,0.3725,62074.0,116050.0,33172.0,0.4696,0.6154,0.5327,7991.0,20036.0,7174.0,51506.0,0.1749,0.3232,232,145,262,617,HG,0.29,0.27
0.29,0.2922,0.4814,0.3637,0.293,0.4928,0.3675,62074.0,104395.0,30591.0,0.4635,0.5889,0.5187,7301.0,17683.0,7864.0,53859.0,0.1749,0.2881,222,155,257,622,HG,0.29,0.29
0.29,0.2995,0.4283,0.3525,0.2996,0.4421,0.3572,62074.0,91592.0,27445.0,0.4667,0.557,0.5079,6495.0,15188.0,8670.0,56354.0,0.1749,0.2501,210,167,240,639,HG,0.29,0.31
0.29,0.3066,0.3737,0.3369,0.3059,0.3899,0.3429,62074.0,79122.0,24205.0,0.483,0.5279,0.5044,5667.0,12814.0,9498.0,58728.0,0.1749,0.2131,199,178,213,666,HG,0.29,0.33
0.29,0.3165,0.3172,0.3168,0.3153,0.3354,0.3251,62074.0,66032.0,20821.0,0.4934,0.4934,0.4934,4810.0,10388.0,10355.0,61154.0,0.1749,0.1753,186,191,191,688,HG,0.29,0.35
0.29,0.3272,0.2617,0.2908,0.3253,0.2804,0.3012,62074.0,53502.0,17404.0,0.5134,0.4589,0.4846,3968.0,8159.0,11197.0,63383.0,0.1749,0.1399,173,204,164,715,HG,0.29,0.37
0.29,0.3437,0.2115,0.2618,0.3402,0.2279,0.2729,62074.0,41579.0,14145.0,0.5278,0.4032,0.4571,3207.0,6124.0,11958.0,65418.0,0.1749,0.1076,152,225,136,743,HG,0.29,0.39
0.31,0.2358,0.8389,0.3681,0.2379,0.8355,0.3703,62074.0,218024.0,51861.0,0.4247,0.7931,0.5532,12722.0,41229.0,2443.0,30313.0,0.1749,0.6222,299,78,405,474,HG,0.31,0.05
0.31,0.2475,0.808,0.3789,0.2497,0.8046,0.3811,62074.0,200060.0,49945.0,0.4351,0.7825,0.5592,12254.0,37257.0,2911.0,34285.0,0.1749,0.571,295,82,383,496,HG,0.31,0.07
0.31,0.2551,0.7819,0.3847,0.2575,0.7784,0.387,62074.0,187633.0,48321.0,0.4475,0.7692,0.5659,11857.0,34625.0,3308.0,36917.0,0.1749,0.5361,290,87,358,521,HG,0.31,0.09
0.31,0.2608,0.7596,0.3883,0.2635,0.7565,0.3909,62074.0,178209.0,46959.0,0.449,0.748,0.5612,11520.0,32650.0,3645.0,38892.0,0.1749,0.5094,282,95,346,533,HG,0.31,0.11
0.31,0.2645,0.7361,0.3891,0.2671,0.7337,0.3916,62074.0,170487.0,45541.0,0.4563,0.7347,0.563,11163.0,31048.0,4002.0,40494.0,0.1749,0.4868,277,100,330,549,HG,0.31,0.13
0.31,0.2674,0.7147,0.3892,0.27,0.712,0.3915,62074.0,163717.0,44198.0,0.4638,0.7135,0.5622,10838.0,29686.0,4327.0,41856.0,0.1749,0.4674,269,108,311,568,HG,0.31,0.15
0.31,0.2702,0.6921,0.3887,0.2732,0.6909,0.3916,62074.0,156985.0,42889.0,0.4656,0.7003,0.5593,10495.0,28340.0,4670.0,43202.0,0.1749,0.4479,264,113,303,576,HG,0.31,0.17
0.31,0.2736,0.6684,0.3883,0.2763,0.6677,0.3909,62074.0,149973.0,41444.0,0.4733,0.6817,0.5587,10137.0,26907.0,5028.0,44635.0,0.1749,0.4272,257,120,286,593,HG,0.31,0.19
0.31,0.2761,0.6399,0.3857,0.2787,0.6412,0.3885,62074.0,142826.0,39803.0,0.4771,0.6631,0.5549,9704.0,25446.0,5461.0,46096.0,0.1749,0.4054,250,127,274,605,HG,0.31,0.21
0.31,0.2784,0.6045,0.3812,0.2806,0.6074,0.3839,62074.0,134362.0,37706.0,0.4762,0.6366,0.5448,9167.0,23761.0,5998.0,47781.0,0.1749,0.3798,240,137,264,615,HG,0.31,0.23
0.31,0.2826,0.5664,0.3771,0.2847,0.5721,0.3802,62074.0,124744.0,35512.0,0.4752,0.6101,0.5343,8589.0,21800.0,6576.0,49742.0,0.1749,0.3505,230,147,254,625,HG,0.31,0.25
0.31,0.2883,0.5248,0.3721,0.2889,0.532,0.3745,62074.0,114297.0,33024.0,0.4758,0.5995,0.5305,7958.0,19647.0,7207.0,51895.0,0.1749,0.3184,226,151,249,630,HG,0.31,0.27
0.31,0.2951,0.4796,0.3654,0.2959,0.4907,0.3692,62074.0,102933.0,30457.0,0.4685,0.5729,0.5155,7273.0,17372.0,7892.0,54170.0,0.1749,0.2842,216,161,245,634,HG,0.31,0.29
0.31,0.3023,0.427,0.354,0.3025,0.4409,0.3588,62074.0,90470.0,27366.0,0.47,0.5411,0.5031,6476.0,14948.0,8689.0,56594.0,0.1749,0.2471,204,173,230,649,HG,0.31,0.31
0.31,0.3091,0.3728,0.338,0.3084,0.389,0.3441,62074.0,78287.0,24147.0,0.4849,0.5119,0.4981,5653.0,12634.0,9512.0,58908.0,0.1749,0.2109,193,184,205,674,HG,0.31,0.33
0.31,0.3187,0.3163,0.3175,0.3176,0.3346,0.3258,62074.0,65392.0,20767.0,0.4945,0.4801,0.4872,4797.0,10256.0,10368.0,61286.0,0.1749,0.1736,181,196,185,694,HG,0.31,0.35
0.31,0.3293,0.261,0.2912,0.3275,0.2796,0.3017,62074.0,53009.0,17358.0,0.5183,0.4509,0.4823,3958.0,8060.0,11207.0,63482.0,0.1749,0.1386,170,207,158,721,HG,0.31,0.37
0.31,0.3456,0.211,0.262,0.342,0.2272,0.2731,62074.0,41239.0,14105.0,0.5302,0.3952,0.4529,3200.0,6059.0,11965.0,65483.0,0.1749,0.1068,149,228,132,747,HG,0.31,0.39
0.33,0.2381,0.8299,0.37,0.24,0.8262,0.3719,62074.0,213684.0,51283.0,0.4322,0.7692,0.5534,12585.0,40273.0,2580.0,31269.0,0.1749,0.6096,290,87,381,498,HG,0.33,0.05
0.33,0.2501,0.7995,0.381,0.2521,0.7959,0.3829,62074.0,195991.0,49402.0,0.4407,0.7586,0.5575,12125.0,36360.0,3040.0,35182.0,0.1749,0.5592,286,91,363,516,HG,0.33,0.07
0.33,0.2579,0.7738,0.3868,0.2601,0.7701,0.3889,62074.0,183761.0,47804.0,0.4534,0.748,0.5646,11735.0,33772.0,3430.0,37770.0,0.1749,0.5248,282,95,340,539,HG,0.33,0.09
0.33,0.2636,0.7517,0.3903,0.2661,0.7483,0.3926,62074.0,174525.0,46449.0,0.4551,0.7268,0.5598,11400.0,31848.0,3765.0,39694.0,0.1749,0.4988,274,103,328,551,HG,0.33,0.11
0.33,0.2672,0.7283,0.391,0.2697,0.7255,0.3932,62074.0,166964.0,45032.0,0.463,0.7135,0.5616,11044.0,30286.0,4121.0,41256.0,0.1749,0.4767,269,108,312,567,HG,0.33,0.13
0.33,0.2703,0.707,0.391,0.2726,0.704,0.393,62074.0,160316.0,43702.0,0.4712,0.695,0.5616,10722.0,28952.0,4443.0,42590.0,0.1749,0.4576,262,115,294,585,HG,0.33,0.15
0.33,0.2732,0.6847,0.3905,0.2759,0.6832,0.3931,62074.0,153692.0,42408.0,0.4733,0.6817,0.5587,10384.0,27628.0,4781.0,43914.0,0.1749,0.4384,257,120,286,593,HG,0.33,0.17
0.33,0.2767,0.6617,0.3903,0.2792,0.6603,0.3925,62074.0,146787.0,40987.0,0.4808,0.6631,0.5574,10034.0,26223.0,5131.0,45319.0,0.1749,0.4182,250,127,270,609,HG,0.33,0.19
0.33,0.2792,0.6338,0.3877,0.2817,0.6347,0.3902,62074.0,139874.0,39396.0,0.4841,0.6446,0.5529,9612.0,24809.0,5553.0,46733.0,0.1749,0.397,243,134,259,620,HG,0.33,0.21
0.33,0.2816,0.5996,0.3832,0.2837,0.602,0.3857,62074.0,131719.0,37369.0,0.4834,0.618,0.5425,9093.0,23198.0,6072.0,48344.0,0.1749,0.3724,233,144,249,630,HG,0.33,0.23
0.33,0.2857,0.5625,0.3789,0.2876,0.5677,0.3818,62074.0,122513.0,35238.0,0.4827,0.5915,0.5316,8530.0,21330.0,6635.0,50212.0,0.1749,0.3444,223,154,239,640,HG,0.33,0.25
0.33,0.2907,0.522,0.3735,0.2914,0.5288,0.3757,62074.0,112652.0,32825.0,0.4846,0.5836,0.5295,7916.0,19311.0,7249.0,52231.0,0.1749,0.314,220,157,234,645,HG,0.33,0.27
0.33,0.2973,0.4775,0.3664,0.2982,0.4885,0.3703,62074.0,101704.0,30326.0,0.4762,0.557,0.5134,7242.0,17120.0,7923.0,54422.0,0.1749,0.281,210,167,231,648,HG,0.33,0.29
0.33,0.3041,0.4257,0.3548,0.3044,0.4394,0.3597,62074.0,89602.0,27276.0,0.4749,0.5279,0.5,6455.0,14771.0,8710.0,56771.0,0.1749,0.2448,199,178,220,659,HG,0.33,0.31
0.33,0.3107,0.372,0.3386,0.3101,0.3882,0.3448,62074.0,77700.0,24098.0,0.4858,0.4987,0.4921,5642.0,12516.0,9523.0,59026.0,0.1749,0.2094,188,189,199,680,HG,0.33,0.33
0.33,0.32,0.3159,0.3179,0.3191,0.334,0.3264,62074.0,64986.0,20734.0,0.4958,0.4721,0.4837,4790.0,10177.0,10375.0,61365.0,0.1749,0.1726,178,199,181,698,HG,0.33,0.35
0.33,0.3306,0.2607,0.2915,0.3288,0.2792,0.302,62074.0,52715.0,17331.0,0.5217,0.4456,0.4807,3953.0,8005.0,11212.0,63537.0,0.1749,0.1379,168,209,154,725,HG,0.33,0.37
0.33,0.3464,0.2108,0.2621,0.3428,0.2269,0.273,62074.0,41083.0,14082.0,0.5324,0.3926,0.4519,3197.0,6032.0,11968.0,65510.0,0.1749,0.1064,148,229,130,749,HG,0.33,0.39
0.35,0.2401,0.8099,0.3704,0.242,0.806,0.3723,62074.0,206724.0,50031.0,0.4411,0.7347,0.5512,12282.0,38866.0,2883.0,32676.0,0.1749,0.5899,277,100,351,528,HG,0.35,0.05
0.35,0.2522,0.7813,0.3813,0.2543,0.7777,0.3833,62074.0,189835.0,48276.0,0.4499,0.7268,0.5558,11848.0,35130.0,3317.0,36412.0,0.1749,0.5418,274,103,335,544,HG,0.35,0.07
0.35,0.2605,0.7567,0.3876,0.2629,0.7534,0.3898,62074.0,177865.0,46766.0,0.4617,0.7188,0.5622,11476.0,32578.0,3689.0,38964.0,0.1749,0.5081,271,106,316,563,HG,0.35,0.09
0.35,0.2666,0.7352,0.3913,0.2693,0.7322,0.3938,62074.0,168762.0,45450.0,0.4649,0.7029,0.5597,11150.0,30677.0,4015.0,40865.0,0.1749,0.4824,265,112,305,574,HG,0.35,0.11
0.35,0.2704,0.7124,0.392,0.2732,0.7099,0.3946,62074.0,161309.0,44068.0,0.4736,0.6897,0.5616,10803.0,29143.0,4362.0,42399.0,0.1749,0.4607,260,117,289,590,HG,0.35,0.13
0.35,0.2736,0.6917,0.3921,0.2762,0.6891,0.3944,62074.0,154855.0,42777.0,0.4819,0.6711,0.561,10490.0,27855.0,4675.0,43687.0,0.1749,0.4422,253,124,272,607,HG,0.35,0.15
0.35,0.2767,0.6706,0.3918,0.2797,0.6693,0.3946,62074.0,148513.0,41546.0,0.4844,0.6578,0.5579,10170.0,26582.0,4995.0,44960.0,0.1749,0.4239,248,129,264,615,HG,0.35,0.17
0.35,0.2803,0.6485,0.3914,0.2831,0.6475,0.3939,62074.0,141978.0,40192.0,0.4908,0.6393,0.5553,9835.0,25254.0,5330.0,46288.0,0.1749,0.4047,241,136,250,629,HG,0.35,0.19
0.35,0.2828,0.6217,0.3888,0.2855,0.6224,0.3914,62074.0,135328.0,38634.0,0.4947,0.6233,0.5516,9428.0,23905.0,5737.0,47637.0,0.1749,0.3844,235,142,240,639,HG,0.35,0.21
0.35,0.2851,0.5888,0.3841,0.2873,0.5908,0.3866,62074.0,127651.0,36676.0,0.4945,0.5968,0.5409,8929.0,22394.0,6236.0,49148.0,0.1749,0.3613,225,152,230,649,HG,0.35,0.23
0.35,0.289,0.553,0.3797,0.2912,0.558,0.3827,62074.0,118924.0,34636.0,0.492,0.5703,0.5283,8387.0,20630.0,6778.0,50912.0,0.1749,0.3347,215,162,222,657,HG,0.35,0.25
0.35,0.2939,0.5144,0.3741,0.2948,0.5208,0.3765,62074.0,109660.0,32326.0,0.4953,0.565,0.5279,7801.0,18741.0,7364.0,52801.0,0.1749,0.3061,213,164,217,662,HG,0.35,0.27
0.35,0.3,0.4713,0.3666,0.3011,0.4819,0.3706,62074.0,99335.0,29913.0,0.4856,0.5385,0.5107,7147.0,16678.0,8018.0,54864.0,0.1749,0.2748,203,174,215,664,HG,0.35,0.29
0.35,0.3064,0.421,0.3547,0.3068,0.4343,0.3596,62074.0,87857.0,26958.0,0.4837,0.5119,0.4974,6385.0,14456.0,8780.0,57086.0,0.1749,0.2404,193,184,206,673,HG,0.35,0.31
0.35,0.3125,0.3685,0.3382,0.3121,0.3843,0.3445,62074.0,76426.0,23854.0,0.4973,0.4854,0.4913,5589.0,12295.0,9576.0,59247.0,0.1749,0.2063,183,194,185,694,HG,0.35,0.33
0.35,0.3216,0.3138,0.3177,0.3207,0.3318,0.3262,62074.0,64225.0,20598.0,0.5073,0.4615,0.4833,4759.0,10039.0,10406.0,61503.0,0.1749,0.1707,174,203,169,710,HG,0.35,0.35
0.35,0.3318,0.2596,0.2913,0.3302,0.2781,0.3019,62074.0,52292.0,17265.0,0.524,0.435,0.4754,3937.0,7928.0,11228.0,63614.0,0.1749,0.1368,164,213,149,730,HG,0.35,0.37
0.35,0.3478,0.2105,0.2623,0.3445,0.2266,0.2734,62074.0,40835.0,14068.0,0.5314,0.382,0.4444,3192.0,5986.0,11973.0,65556.0,0.1749,0.1059,144,233,127,752,HG,0.35,0.39
0.37,0.2426,0.7994,0.3723,0.2444,0.7954,0.374,62074.0,201971.0,49371.0,0.4536,0.7135,0.5546,12123.0,37839.0,3042.0,33703.0,0.1749,0.5762,269,108,324,555,HG,0.37,0.05
0.37,0.2548,0.771,0.383,0.2568,0.7672,0.3848,62074.0,185464.0,47623.0,0.4626,0.7056,0.5588,11692.0,34190.0,3473.0,37352.0,0.1749,0.5292,266,111,309,570,HG,0.37,0.07
0.37,0.2633,0.7469,0.3893,0.2655,0.7432,0.3912,62074.0,173746.0,46132.0,0.4722,0.6976,0.5632,11326.0,31694.0,3839.0,39848.0,0.1749,0.4962,263,114,294,585,HG,0.37,0.09
0.37,0.2698,0.7268,0.3935,0.2725,0.7237,0.3959,62074.0,164877.0,44921.0,0.475,0.6817,0.5599,11022.0,29829.0,4143.0,41713.0,0.1749,0.4711,257,120,284,595,HG,0.37,0.11
0.37,0.2742,0.7057,0.395,0.2769,0.703,0.3973,62074.0,157617.0,43638.0,0.4846,0.6684,0.5619,10702.0,28321.0,4463.0,43221.0,0.1749,0.4501,252,125,268,611,HG,0.37,0.13
0.37,0.2777,0.6859,0.3954,0.2803,0.6832,0.3975,62074.0,151295.0,42409.0,0.495,0.6525,0.5629,10401.0,27050.0,4764.0,44492.0,0.1749,0.4319,246,131,251,628,HG,0.37,0.15
0.37,0.2811,0.6653,0.3952,0.2841,0.664,0.398,62074.0,145075.0,41218.0,0.499,0.6419,0.5615,10089.0,25801.0,5076.0,45741.0,0.1749,0.4139,242,135,243,636,HG,0.37,0.17
0.37,0.2849,0.6439,0.3951,0.2878,0.643,0.3976,62074.0,138701.0,39913.0,0.5064,0.626,0.5599,9765.0,24505.0,5400.0,47037.0,0.1749,0.3952,236,141,230,649,HG,0.37,0.19
